canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
container__dreamhack_2014_cobblestone_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack 2014 Cobblestone Souvenir Package,DreamHack 2014 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,crate-4036,4036,,,Souvenir
container__dreamhack_2014_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack 2014 Dust II Souvenir Package,DreamHack 2014 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4031,4031,,,Souvenir
container__dreamhack_2014_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack 2014 Inferno Souvenir Package,DreamHack 2014 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4032,4032,,,Souvenir
container__dreamhack_2014_legends_holofoil,csfloat,container,Container,Container,DreamHack 2014 Legends (Holo-Foil),DreamHack 2014 Legends (Holo/Foil),,,,,Holo-Foil,Base Grade,,False,False,949626272894553067,49850354789,32941.0,USD,container
container__dreamhack_2014_mirage_souvenir_package,csfloat,container,Container,Container,DreamHack 2014 Mirage Souvenir Package,DreamHack 2014 Mirage Souvenir Package,,,,,,Base Grade,,False,False,950909494806841205,50183167091,38230.0,USD,container
container__dreamhack_2014_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack 2014 Nuke Souvenir Package,DreamHack 2014 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4034,4034,,,Souvenir
container__dreamhack_2014_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack 2014 Overpass Souvenir Package,DreamHack 2014 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4037,4037,,,Souvenir
container__dreamhack_cluj_napoca_2015_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack Cluj-Napoca 2015 Cache Souvenir Package,DreamHack Cluj-Napoca 2015 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4181,4181,,,Souvenir
container__dreamhack_cluj_napoca_2015_challengers_foil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,DreamHack Cluj-Napoca 2015 Challengers (Foil),DreamHack Cluj-Napoca 2015 Challengers (Foil),,,,,,Base Grade,,False,False,crate-4157,4157,,,Sticker Capsule
container__dreamhack_cluj_napoca_2015_cobblestone_souvenir_package,csfloat,container,Container,Container,DreamHack Cluj-Napoca 2015 Cobblestone Souvenir Package,DreamHack Cluj-Napoca 2015 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,953802207877269886,33050879242,125995.0,USD,container
container__dreamhack_cluj_napoca_2015_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack Cluj-Napoca 2015 Dust II Souvenir Package,DreamHack Cluj-Napoca 2015 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4176,4176,,,Souvenir
container__dreamhack_cluj_napoca_2015_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack Cluj-Napoca 2015 Inferno Souvenir Package,DreamHack Cluj-Napoca 2015 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4178,4178,,,Souvenir
container__dreamhack_cluj_napoca_2015_legends_foil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,DreamHack Cluj-Napoca 2015 Legends (Foil),DreamHack Cluj-Napoca 2015 Legends (Foil),,,,,,Base Grade,,False,False,crate-4156,4156,,,Sticker Capsule
container__dreamhack_cluj_napoca_2015_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack Cluj-Napoca 2015 Mirage Souvenir Package,DreamHack Cluj-Napoca 2015 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4177,4177,,,Souvenir
container__dreamhack_cluj_napoca_2015_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack Cluj-Napoca 2015 Overpass Souvenir Package,DreamHack Cluj-Napoca 2015 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4180,4180,,,Souvenir
container__dreamhack_cluj_napoca_2015_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack Cluj-Napoca 2015 Train Souvenir Package,DreamHack Cluj-Napoca 2015 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4182,4182,,,Souvenir
container__dreams_nightmares_case,csgo_api_reference,container,Case,Case,Dreams & Nightmares Case,Dreams & Nightmares Case,,,,,,Base Grade,,False,False,crate-4818,4818,,,Case
container__ems_katowice_2014_challengers,csfloat,container,Container,Container,EMS Katowice 2014 Challengers,EMS Katowice 2014 Challengers,,,,,,Base Grade,,False,False,902296043457219566,1532853751,3202381.0,USD,container
container__ems_katowice_2014_legends,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,EMS Katowice 2014 Legends,EMS Katowice 2014 Legends,,,,,,Base Grade,,False,False,crate-4015,4015,,,Sticker Capsule
container__ems_one_2014_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,EMS One 2014 Souvenir Package,EMS One 2014 Souvenir Package,,,,,,Base Grade,,False,False,crate-4013,4013,,,Souvenir
container__enfu_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Enfu Sticker Capsule,Enfu Sticker Capsule,,,,,,Base Grade,,False,False,crate-4090,4090,,,Sticker Capsule
container__esl_one_cologne_2014_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2014 Cache Souvenir Package,ESL One Cologne 2014 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4026,4026,,,Souvenir
container__esl_one_cologne_2014_challengers,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,ESL One Cologne 2014 Challengers,ESL One Cologne 2014 Challengers,,,,,,Base Grade,,False,False,crate-4021,4021,,,Sticker Capsule
container__esl_one_cologne_2014_cobblestone_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2014 Cobblestone Souvenir Package,ESL One Cologne 2014 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,crate-4027,4027,,,Souvenir
container__esl_one_cologne_2014_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2014 Dust II Souvenir Package,ESL One Cologne 2014 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4022,4022,,,Souvenir
container__esl_one_cologne_2014_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2014 Inferno Souvenir Package,ESL One Cologne 2014 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4023,4023,,,Souvenir
container__esl_one_cologne_2014_legends,csfloat,container,Container,Container,ESL One Cologne 2014 Legends,ESL One Cologne 2014 Legends,,,,,,Base Grade,,False,False,954464568854318291,48225799944,8628.0,USD,container
container__esl_one_cologne_2014_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2014 Mirage Souvenir Package,ESL One Cologne 2014 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4024,4024,,,Souvenir
container__esl_one_cologne_2014_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2014 Nuke Souvenir Package,ESL One Cologne 2014 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4025,4025,,,Souvenir
container__esl_one_cologne_2014_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2014 Overpass Souvenir Package,ESL One Cologne 2014 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4028,4028,,,Souvenir
container__esl_one_cologne_2015_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2015 Cache Souvenir Package,ESL One Cologne 2015 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4136,4136,,,Souvenir
container__esl_one_cologne_2015_challengers_foil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,ESL One Cologne 2015 Challengers (Foil),ESL One Cologne 2015 Challengers (Foil),,,,,,Base Grade,,False,False,crate-4110,4110,,,Sticker Capsule
container__esl_one_cologne_2015_cobblestone_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2015 Cobblestone Souvenir Package,ESL One Cologne 2015 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,crate-4134,4134,,,Souvenir
container__esl_one_cologne_2015_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2015 Dust II Souvenir Package,ESL One Cologne 2015 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4131,4131,,,Souvenir
container__esl_one_cologne_2015_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2015 Inferno Souvenir Package,ESL One Cologne 2015 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4133,4133,,,Souvenir
container__esl_one_cologne_2015_legends_foil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,ESL One Cologne 2015 Legends (Foil),ESL One Cologne 2015 Legends (Foil),,,,,,Base Grade,,False,False,crate-4109,4109,,,Sticker Capsule
container__esl_one_cologne_2015_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2015 Mirage Souvenir Package,ESL One Cologne 2015 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4132,4132,,,Souvenir
container__esl_one_cologne_2015_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2015 Overpass Souvenir Package,ESL One Cologne 2015 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4135,4135,,,Souvenir
container__esl_one_cologne_2015_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Cologne 2015 Train Souvenir Package,ESL One Cologne 2015 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4137,4137,,,Souvenir
container__esl_one_katowice_2015_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Katowice 2015 Cache Souvenir Package,ESL One Katowice 2015 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4083,4083,,,Souvenir
container__esl_one_katowice_2015_challengers_holofoil,csfloat,container,Container,Container,ESL One Katowice 2015 Challengers (Holo-Foil),ESL One Katowice 2015 Challengers (Holo/Foil),,,,,Holo-Foil,Base Grade,,False,False,913549930260466564,28278455709,51560.0,USD,container
container__esl_one_katowice_2015_cobblestone_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Katowice 2015 Cobblestone Souvenir Package,ESL One Katowice 2015 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,crate-4084,4084,,,Souvenir
container__esl_one_katowice_2015_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Katowice 2015 Dust II Souvenir Package,ESL One Katowice 2015 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4079,4079,,,Souvenir
container__esl_one_katowice_2015_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Katowice 2015 Inferno Souvenir Package,ESL One Katowice 2015 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4080,4080,,,Souvenir
container__esl_one_katowice_2015_legends_holofoil,csfloat,container,Container,Container,ESL One Katowice 2015 Legends (Holo-Foil),ESL One Katowice 2015 Legends (Holo/Foil),,,,,Holo-Foil,Base Grade,,False,False,957172678622578329,50446559384,21999.0,USD,container
container__esl_one_katowice_2015_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Katowice 2015 Mirage Souvenir Package,ESL One Katowice 2015 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4081,4081,,,Souvenir
container__esl_one_katowice_2015_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Katowice 2015 Nuke Souvenir Package,ESL One Katowice 2015 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4082,4082,,,Souvenir
container__esl_one_katowice_2015_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,ESL One Katowice 2015 Overpass Souvenir Package,ESL One Katowice 2015 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4085,4085,,,Souvenir
container__espionage_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Espionage Sticker Capsule,Espionage Sticker Capsule,,,,,,Base Grade,,False,False,crate-4879,4879,,,Sticker Capsule
container__esports_2013_case,csgo_api_reference,container,Case,Case,eSports 2013 Case,eSports 2013 Case,,,,,,Base Grade,,False,False,crate-4002,4002,,,Case
container__esports_2013_winter_case,csgo_api_reference,container,Case,Case,eSports 2013 Winter Case,eSports 2013 Winter Case,,,,,,Base Grade,,False,False,crate-4005,4005,,,Case
container__esports_2014_summer_case,csgo_api_reference,container,Case,Case,eSports 2014 Summer Case,eSports 2014 Summer Case,,,,,,Base Grade,,False,False,crate-4019,4019,,,Case
container__falchion_case,csgo_api_reference,container,Case,Case,Falchion Case,Falchion Case,,,,,,Base Grade,,False,False,crate-4091,4091,,,Case
container__feral_predators_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Feral Predators Capsule,Feral Predators Capsule,,,,,,Base Grade,,False,False,crate-4599,4599,,,Sticker Capsule
container__fever_case,csgo_api_reference,container,Case,Case,Fever Case,Fever Case,,,,,,Base Grade,,False,False,crate-7007,7007,,,Case
container__fracture_case,csgo_api_reference,container,Case,Case,Fracture Case,Fracture Case,,,,,,Base Grade,,False,False,crate-4698,4698,,,Case
container__gallery_case,csgo_api_reference,container,Case,Case,Gallery Case,Gallery Case,,,,,,Base Grade,,False,False,crate-7003,7003,,,Case
container__gamma_2_case,csgo_api_reference,container,Case,Case,Gamma 2 Case,Gamma 2 Case,,,,,,Base Grade,,False,False,crate-4281,4281,,,Case
container__gamma_case,csgo_api_reference,container,Case,Case,Gamma Case,Gamma Case,,,,,,Base Grade,,False,False,crate-4236,4236,,,Case
container__gift_package,csgo_api_reference,container,container,container,Gift Package,Gift Package,,,,,,Base Grade,,False,False,crate-1210,1210,,,
container__glove_case,csgo_api_reference,container,Case,Case,Glove Case,Glove Case,,,,,,Base Grade,,False,False,crate-4288,4288,,,Case
container__half_life_alyx_collectible_pins_capsule,csgo_api_reference,container,Pins,Pins,Half-Life: Alyx Collectible Pins Capsule,Half-Life: Alyx Collectible Pins Capsule,,,,,,Base Grade,,False,False,crate-4693,4693,,,Pins
container__half_life_alyx_patch_pack,csgo_api_reference,container,Patch Capsule,Patch Capsule,Half-Life: Alyx Patch Pack,Half-Life: Alyx Patch Pack,,,,,,Base Grade,,False,False,crate-4615,4615,,,Patch Capsule
container__half_life_alyx_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Half-Life: Alyx Sticker Capsule,Half-Life: Alyx Sticker Capsule,,,,,,Base Grade,,False,False,crate-4694,4694,,,Sticker Capsule
container__halo_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Halo Capsule,Halo Capsule,,,,,,Base Grade,,False,False,crate-4597,4597,,,Sticker Capsule
container__horizon_case,csgo_api_reference,container,Case,Case,Horizon Case,Horizon Case,,,,,,Base Grade,,False,False,crate-4482,4482,,,Case
container__huntsman_weapon_case,csgo_api_reference,container,Case,Case,Huntsman Weapon Case,Huntsman Weapon Case,,,,,,Base Grade,,False,False,crate-4017,4017,,,Case
container__initiators_music_kit_box,csgo_api_reference,container,Music Kit Box,Music Kit Box,Initiators Music Kit Box,Initiators Music Kit Box,,,,,,Base Grade,,False,False,crate-4848,4848,,,Music Kit Box
container__katowice_2019_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Katowice 2019 Cache Souvenir Package,Katowice 2019 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4594,4594,,,Souvenir
container__katowice_2019_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Katowice 2019 Dust II Souvenir Package,Katowice 2019 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4592,4592,,,Souvenir
container__katowice_2019_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Katowice 2019 Inferno Souvenir Package,Katowice 2019 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4590,4590,,,Souvenir
container__katowice_2019_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Katowice 2019 Legends Autograph Capsule,Katowice 2019 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-4587,4587,,,Autograph Capsule
container__katowice_2019_legends_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Katowice 2019 Legends (Holo-Foil),Katowice 2019 Legends (Holo/Foil),,,,,,Base Grade,,False,False,crate-4584,4584,,,Sticker Capsule
container__katowice_2019_minor_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Katowice 2019 Minor Challengers Autograph Capsule,Katowice 2019 Minor Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4589,4589,,,Autograph Capsule
container__katowice_2019_minor_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Katowice 2019 Minor Challengers (Holo-Foil),Katowice 2019 Minor Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4586,4586,,,Sticker Capsule
container__katowice_2019_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Katowice 2019 Mirage Souvenir Package,Katowice 2019 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4591,4591,,,Souvenir
container__katowice_2019_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Katowice 2019 Nuke Souvenir Package,Katowice 2019 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4596,4596,,,Souvenir
container__katowice_2019_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Katowice 2019 Overpass Souvenir Package,Katowice 2019 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4593,4593,,,Souvenir
container__katowice_2019_returning_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Katowice 2019 Returning Challengers Autograph Capsule,Katowice 2019 Returning Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4588,4588,,,Autograph Capsule
container__katowice_2019_returning_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Katowice 2019 Returning Challengers (Holo-Foil),Katowice 2019 Returning Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4585,4585,,,Sticker Capsule
container__katowice_2019_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Katowice 2019 Train Souvenir Package,Katowice 2019 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4595,4595,,,Souvenir
container__kilowatt_case,csgo_api_reference,container,Case,Case,Kilowatt Case,Kilowatt Case,,,,,,Base Grade,,False,False,crate-4904,4904,,,Case
container__krakow_2017_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Krakow 2017 Cache Souvenir Package,Krakow 2017 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4400,4400,,,Souvenir
container__krakow_2017_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Krakow 2017 Challengers Autograph Capsule,Krakow 2017 Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4393,4393,,,Autograph Capsule
container__krakow_2017_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Krakow 2017 Challengers (Holo-Foil),Krakow 2017 Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4392,4392,,,Sticker Capsule
container__krakow_2017_cobblestone_souvenir_package,csfloat,container,Container,Container,Krakow 2017 Cobblestone Souvenir Package,Krakow 2017 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,956006442631038039,49488866775,120000.0,USD,container
container__krakow_2017_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Krakow 2017 Inferno Souvenir Package,Krakow 2017 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4396,4396,,,Souvenir
container__krakow_2017_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Krakow 2017 Legends Autograph Capsule,Krakow 2017 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-4394,4394,,,Autograph Capsule
container__krakow_2017_legends_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Krakow 2017 Legends (Holo-Foil),Krakow 2017 Legends (Holo/Foil),,,,,,Base Grade,,False,False,crate-4391,4391,,,Sticker Capsule
container__krakow_2017_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Krakow 2017 Mirage Souvenir Package,Krakow 2017 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4397,4397,,,Souvenir
container__krakow_2017_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Krakow 2017 Nuke Souvenir Package,Krakow 2017 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4402,4402,,,Souvenir
container__krakow_2017_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Krakow 2017 Overpass Souvenir Package,Krakow 2017 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4399,4399,,,Souvenir
container__krakow_2017_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Krakow 2017 Train Souvenir Package,Krakow 2017 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4401,4401,,,Souvenir
container__london_2018_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,London 2018 Cache Souvenir Package,London 2018 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4544,4544,,,Souvenir
container__london_2018_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,London 2018 Dust II Souvenir Package,London 2018 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4542,4542,,,Souvenir
container__london_2018_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,London 2018 Inferno Souvenir Package,London 2018 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4540,4540,,,Souvenir
container__london_2018_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,London 2018 Legends Autograph Capsule,London 2018 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-4536,4536,,,Autograph Capsule
container__london_2018_legends_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,London 2018 Legends (Holo-Foil),London 2018 Legends (Holo/Foil),,,,,,Base Grade,,False,False,crate-4533,4533,,,Sticker Capsule
container__london_2018_minor_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,London 2018 Minor Challengers Autograph Capsule,London 2018 Minor Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4538,4538,,,Autograph Capsule
container__london_2018_minor_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,London 2018 Minor Challengers (Holo-Foil),London 2018 Minor Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4535,4535,,,Sticker Capsule
container__london_2018_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,London 2018 Mirage Souvenir Package,London 2018 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4541,4541,,,Souvenir
container__london_2018_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,London 2018 Nuke Souvenir Package,London 2018 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4546,4546,,,Souvenir
container__london_2018_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,London 2018 Overpass Souvenir Package,London 2018 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4543,4543,,,Souvenir
container__london_2018_returning_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,London 2018 Returning Challengers Autograph Capsule,London 2018 Returning Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4537,4537,,,Autograph Capsule
container__london_2018_returning_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,London 2018 Returning Challengers (Holo-Foil),London 2018 Returning Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4534,4534,,,Sticker Capsule
container__london_2018_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,London 2018 Train Souvenir Package,London 2018 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4545,4545,,,Souvenir
container__masterminds_2_music_kit_box,csgo_api_reference,container,Music Kit Box,Music Kit Box,Masterminds 2 Music Kit Box,Masterminds 2 Music Kit Box,,,,,,Base Grade,,False,False,crate-4946,4946,,,Music Kit Box
container__masterminds_music_kit_box,csgo_api_reference,container,Music Kit Box,Music Kit Box,Masterminds Music Kit Box,Masterminds Music Kit Box,,,,,,Base Grade,,False,False,crate-4696,4696,,,Music Kit Box
container__metal_skill_group_patch_collection,csgo_api_reference,container,Patch Capsule,Patch Capsule,Metal Skill Group Patch Collection,Metal Skill Group Patch Collection,,,,,,Base Grade,,False,False,crate-4614,4614,,,Patch Capsule
container__mlg_columbus_2016_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,MLG Columbus 2016 Cache Souvenir Package,MLG Columbus 2016 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4230,4230,,,Souvenir
container__mlg_columbus_2016_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,MLG Columbus 2016 Challengers (Holo-Foil),MLG Columbus 2016 Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4206,4206,,,Sticker Capsule
container__mlg_columbus_2016_cobblestone_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,MLG Columbus 2016 Cobblestone Souvenir Package,MLG Columbus 2016 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,crate-4228,4228,,,Souvenir
container__mlg_columbus_2016_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,MLG Columbus 2016 Dust II Souvenir Package,MLG Columbus 2016 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4225,4225,,,Souvenir
container__mlg_columbus_2016_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,MLG Columbus 2016 Inferno Souvenir Package,MLG Columbus 2016 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4227,4227,,,Souvenir
container__mlg_columbus_2016_legends_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,MLG Columbus 2016 Legends (Holo-Foil),MLG Columbus 2016 Legends (Holo/Foil),,,,,,Base Grade,,False,False,crate-4205,4205,,,Sticker Capsule
container__mlg_columbus_2016_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,MLG Columbus 2016 Mirage Souvenir Package,MLG Columbus 2016 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4226,4226,,,Souvenir
container__mlg_columbus_2016_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,MLG Columbus 2016 Nuke Souvenir Package,MLG Columbus 2016 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4232,4232,,,Souvenir
container__mlg_columbus_2016_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,MLG Columbus 2016 Overpass Souvenir Package,MLG Columbus 2016 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4229,4229,,,Souvenir
container__mlg_columbus_2016_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,MLG Columbus 2016 Train Souvenir Package,MLG Columbus 2016 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4231,4231,,,Souvenir
