canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
container__austin_2025_ancient_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Austin 2025 Ancient Souvenir Highlight Package,Austin 2025 Ancient Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5124_highlight,5124,,,Souvenir Highlight
container__austin_2025_ancient_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Austin 2025 Ancient Souvenir Package,Austin 2025 Ancient Souvenir Package,,,,,,Base Grade,,False,False,crate-5124,5124,,,Souvenir
container__austin_2025_anubis_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Austin 2025 Anubis Souvenir Highlight Package,Austin 2025 Anubis Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5122_highlight,5122,,,Souvenir Highlight
container__austin_2025_anubis_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Austin 2025 Anubis Souvenir Package,Austin 2025 Anubis Souvenir Package,,,,,,Base Grade,,False,False,crate-5122,5122,,,Souvenir
container__austin_2025_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Austin 2025 Challengers Autograph Capsule,Austin 2025 Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-5132,5132,,,Autograph Capsule
container__austin_2025_challengers_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Austin 2025 Challengers Sticker Capsule,Austin 2025 Challengers Sticker Capsule,,,,,,Base Grade,,False,False,crate-5118,5118,,,Sticker Capsule
container__austin_2025_champions_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Austin 2025 Champions Autograph Capsule,Austin 2025 Champions Autograph Capsule,,,,,,Base Grade,,False,False,crate-5134,5134,,,Autograph Capsule
container__austin_2025_contenders_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Austin 2025 Contenders Autograph Capsule,Austin 2025 Contenders Autograph Capsule,,,,,,Base Grade,,False,False,crate-5133,5133,,,Autograph Capsule
container__austin_2025_contenders_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Austin 2025 Contenders Sticker Capsule,Austin 2025 Contenders Sticker Capsule,,,,,,Base Grade,,False,False,crate-5119,5119,,,Sticker Capsule
container__austin_2025_dust_ii_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Austin 2025 Dust II Souvenir Highlight Package,Austin 2025 Dust II Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5123_highlight,5123,,,Souvenir Highlight
container__austin_2025_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Austin 2025 Dust II Souvenir Package,Austin 2025 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-5123,5123,,,Souvenir
container__austin_2025_inferno_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Austin 2025 Inferno Souvenir Highlight Package,Austin 2025 Inferno Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5120_highlight,5120,,,Souvenir Highlight
container__austin_2025_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Austin 2025 Inferno Souvenir Package,Austin 2025 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-5120,5120,,,Souvenir
container__austin_2025_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Austin 2025 Legends Autograph Capsule,Austin 2025 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-5131,5131,,,Autograph Capsule
container__austin_2025_legends_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Austin 2025 Legends Sticker Capsule,Austin 2025 Legends Sticker Capsule,,,,,,Base Grade,,False,False,crate-5117,5117,,,Sticker Capsule
container__austin_2025_mirage_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Austin 2025 Mirage Souvenir Highlight Package,Austin 2025 Mirage Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5121_highlight,5121,,,Souvenir Highlight
container__austin_2025_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Austin 2025 Mirage Souvenir Package,Austin 2025 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-5121,5121,,,Souvenir
container__austin_2025_nuke_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Austin 2025 Nuke Souvenir Highlight Package,Austin 2025 Nuke Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5125_highlight,5125,,,Souvenir Highlight
container__austin_2025_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Austin 2025 Nuke Souvenir Package,Austin 2025 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-5125,5125,,,Souvenir
container__austin_2025_train_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Austin 2025 Train Souvenir Highlight Package,Austin 2025 Train Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5126_highlight,5126,,,Souvenir Highlight
container__austin_2025_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Austin 2025 Train Souvenir Package,Austin 2025 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-5126,5126,,,Souvenir
container__autograph_capsule_astralis_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Astralis | Atlanta 2017,Autograph Capsule | Astralis | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4327,4327,,,Autograph Capsule
container__autograph_capsule_astralis_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Astralis | Cologne 2016,Autograph Capsule | Astralis | Cologne 2016,,,,,,Base Grade,,False,False,crate-4270,4270,,,Autograph Capsule
container__autograph_capsule_astralis_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Astralis | MLG Columbus 2016,Autograph Capsule | Astralis | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4221,4221,,,Autograph Capsule
container__autograph_capsule_challengers_foil_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Challengers (Foil) | Atlanta 2017,Autograph Capsule | Challengers (Foil) | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4325,4325,,,Autograph Capsule
container__autograph_capsule_challengers_foil_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015,Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4158,4158,,,Autograph Capsule
container__autograph_capsule_challengers_foil_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Challengers (Foil) | Cologne 2016,Autograph Capsule | Challengers (Foil) | Cologne 2016,,,,,,Base Grade,,False,False,crate-4256,4256,,,Autograph Capsule
container__autograph_capsule_challengers_foil_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Challengers (Foil) | MLG Columbus 2016,Autograph Capsule | Challengers (Foil) | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4207,4207,,,Autograph Capsule
container__autograph_capsule_cloud9_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Cloud9 | Cluj-Napoca 2015,Autograph Capsule | Cloud9 | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4169,4169,,,Autograph Capsule
container__autograph_capsule_cloud9_g2a_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Cloud9 G2A | Cologne 2015,Autograph Capsule | Cloud9 G2A | Cologne 2015,,,,,,Base Grade,,False,False,crate-4130,4130,,,Autograph Capsule
container__autograph_capsule_cloud9_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Cloud9 | MLG Columbus 2016,Autograph Capsule | Cloud9 | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4218,4218,,,Autograph Capsule
container__autograph_capsule_counter_logic_gaming_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4162,4162,,,Autograph Capsule
container__autograph_capsule_counter_logic_gaming_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Counter Logic Gaming | Cologne 2015,Autograph Capsule | Counter Logic Gaming | Cologne 2015,,,,,,Base Grade,,False,False,crate-4129,4129,,,Autograph Capsule
container__autograph_capsule_counter_logic_gaming_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Counter Logic Gaming | Cologne 2016,Autograph Capsule | Counter Logic Gaming | Cologne 2016,,,,,,Base Grade,,False,False,crate-4260,4260,,,Autograph Capsule
container__autograph_capsule_counter_logic_gaming_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Counter Logic Gaming | MLG Columbus 2016,Autograph Capsule | Counter Logic Gaming | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4211,4211,,,Autograph Capsule
container__autograph_capsule_faze_clan_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | FaZe Clan | Atlanta 2017,Autograph Capsule | FaZe Clan | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4329,4329,,,Autograph Capsule
container__autograph_capsule_faze_clan_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | FaZe Clan | Cologne 2016,Autograph Capsule | FaZe Clan | Cologne 2016,,,,,,Base Grade,,False,False,crate-4269,4269,,,Autograph Capsule
container__autograph_capsule_faze_clan_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | FaZe Clan | MLG Columbus 2016,Autograph Capsule | FaZe Clan | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4220,4220,,,Autograph Capsule
container__autograph_capsule_flipsid3_tactics_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Flipsid3 Tactics | Atlanta 2017,Autograph Capsule | Flipsid3 Tactics | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4330,4330,,,Autograph Capsule
container__autograph_capsule_flipsid3_tactics_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015,Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4164,4164,,,Autograph Capsule
container__autograph_capsule_flipsid3_tactics_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Flipsid3 Tactics | Cologne 2015,Autograph Capsule | Flipsid3 Tactics | Cologne 2015,,,,,,Base Grade,,False,False,crate-4128,4128,,,Autograph Capsule
container__autograph_capsule_flipsid3_tactics_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Flipsid3 Tactics | Cologne 2016,Autograph Capsule | Flipsid3 Tactics | Cologne 2016,,,,,,Base Grade,,False,False,crate-4262,4262,,,Autograph Capsule
container__autograph_capsule_flipsid3_tactics_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016,Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4213,4213,,,Autograph Capsule
container__autograph_capsule_fnatic_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Fnatic | Atlanta 2017,Autograph Capsule | Fnatic | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4331,4331,,,Autograph Capsule
container__autograph_capsule_fnatic_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Fnatic | Cluj-Napoca 2015,Autograph Capsule | Fnatic | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4174,4174,,,Autograph Capsule
container__autograph_capsule_fnatic_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Fnatic | Cologne 2015,Autograph Capsule | Fnatic | Cologne 2015,,,,,,Base Grade,,False,False,crate-4115,4115,,,Autograph Capsule
container__autograph_capsule_fnatic_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Fnatic | Cologne 2016,Autograph Capsule | Fnatic | Cologne 2016,,,,,,Base Grade,,False,False,crate-4272,4272,,,Autograph Capsule
container__autograph_capsule_fnatic_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Fnatic | MLG Columbus 2016,Autograph Capsule | Fnatic | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4223,4223,,,Autograph Capsule
container__autograph_capsule_g2_esports_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | G2 Esports | Atlanta 2017,Autograph Capsule | G2 Esports | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4332,4332,,,Autograph Capsule
container__autograph_capsule_g2_esports_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | G2 Esports | Cluj-Napoca 2015,Autograph Capsule | G2 Esports | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4170,4170,,,Autograph Capsule
container__autograph_capsule_g2_esports_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | G2 Esports | Cologne 2016,Autograph Capsule | G2 Esports | Cologne 2016,,,,,,Base Grade,,False,False,crate-4268,4268,,,Autograph Capsule
container__autograph_capsule_g2_esports_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | G2 Esports | MLG Columbus 2016,Autograph Capsule | G2 Esports | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4219,4219,,,Autograph Capsule
container__autograph_capsule_gambit_gaming_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Gambit Gaming | Atlanta 2017,Autograph Capsule | Gambit Gaming | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4333,4333,,,Autograph Capsule
container__autograph_capsule_gambit_gaming_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Gambit Gaming | Cologne 2016,Autograph Capsule | Gambit Gaming | Cologne 2016,,,,,,Base Grade,,False,False,crate-4261,4261,,,Autograph Capsule
container__autograph_capsule_gambit_gaming_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Gambit Gaming | MLG Columbus 2016,Autograph Capsule | Gambit Gaming | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4212,4212,,,Autograph Capsule
container__autograph_capsule_godsent_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | GODSENT | Atlanta 2017,Autograph Capsule | GODSENT | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4334,4334,,,Autograph Capsule
container__autograph_capsule_group_a_foil_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Group A (Foil) | Cologne 2015,Autograph Capsule | Group A (Foil) | Cologne 2015,,,,,,Base Grade,,False,False,crate-4111,4111,,,Autograph Capsule
container__autograph_capsule_group_b_foil_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Group B (Foil) | Cologne 2015,Autograph Capsule | Group B (Foil) | Cologne 2015,,,,,,Base Grade,,False,False,crate-4112,4112,,,Autograph Capsule
container__autograph_capsule_group_c_foil_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Group C (Foil) | Cologne 2015,Autograph Capsule | Group C (Foil) | Cologne 2015,,,,,,Base Grade,,False,False,crate-4113,4113,,,Autograph Capsule
container__autograph_capsule_group_d_foil_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Group D (Foil) | Cologne 2015,Autograph Capsule | Group D (Foil) | Cologne 2015,,,,,,Base Grade,,False,False,crate-4114,4114,,,Autograph Capsule
container__autograph_capsule_hellraisers_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | HellRaisers | Atlanta 2017,Autograph Capsule | HellRaisers | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4335,4335,,,Autograph Capsule
container__autograph_capsule_legends_foil_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Legends (Foil) | Atlanta 2017,Autograph Capsule | Legends (Foil) | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4326,4326,,,Autograph Capsule
container__autograph_capsule_legends_foil_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4159,4159,,,Autograph Capsule
container__autograph_capsule_legends_foil_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Legends (Foil) | Cologne 2016,Autograph Capsule | Legends (Foil) | Cologne 2016,,,,,,Base Grade,,False,False,crate-4257,4257,,,Autograph Capsule
container__autograph_capsule_legends_foil_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Legends (Foil) | MLG Columbus 2016,Autograph Capsule | Legends (Foil) | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4208,4208,,,Autograph Capsule
container__autograph_capsule_luminosity_gaming_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015,Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4175,4175,,,Autograph Capsule
container__autograph_capsule_luminosity_gaming_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Luminosity Gaming | Cologne 2015,Autograph Capsule | Luminosity Gaming | Cologne 2015,,,,,,Base Grade,,False,False,crate-4116,4116,,,Autograph Capsule
container__autograph_capsule_luminosity_gaming_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4224,4224,,,Autograph Capsule
container__autograph_capsule_mousesports_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | mousesports | Atlanta 2017,Autograph Capsule | mousesports | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4336,4336,,,Autograph Capsule
container__autograph_capsule_mousesports_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | mousesports | Cluj-Napoca 2015,Autograph Capsule | mousesports | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4166,4166,,,Autograph Capsule
container__autograph_capsule_mousesports_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | mousesports | Cologne 2015,Autograph Capsule | mousesports | Cologne 2015,,,,,,Base Grade,,False,False,crate-4123,4123,,,Autograph Capsule
container__autograph_capsule_mousesports_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | mousesports | Cologne 2016,Autograph Capsule | mousesports | Cologne 2016,,,,,,Base Grade,,False,False,crate-4264,4264,,,Autograph Capsule
container__autograph_capsule_mousesports_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | mousesports | MLG Columbus 2016,Autograph Capsule | mousesports | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4215,4215,,,Autograph Capsule
container__autograph_capsule_natus_vincere_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Natus Vincere | Atlanta 2017,Autograph Capsule | Natus Vincere | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4337,4337,,,Autograph Capsule
container__autograph_capsule_natus_vincere_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4167,4167,,,Autograph Capsule
container__autograph_capsule_natus_vincere_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Natus Vincere | Cologne 2015,Autograph Capsule | Natus Vincere | Cologne 2015,,,,,,Base Grade,,False,False,crate-4117,4117,,,Autograph Capsule
container__autograph_capsule_natus_vincere_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Natus Vincere | Cologne 2016,Autograph Capsule | Natus Vincere | Cologne 2016,,,,,,Base Grade,,False,False,crate-4265,4265,,,Autograph Capsule
container__autograph_capsule_natus_vincere_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Natus Vincere | MLG Columbus 2016,Autograph Capsule | Natus Vincere | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4216,4216,,,Autograph Capsule
container__autograph_capsule_ninjas_in_pyjamas_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015,Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4160,4160,,,Autograph Capsule
container__autograph_capsule_ninjas_in_pyjamas_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,,,,,,Base Grade,,False,False,crate-4118,4118,,,Autograph Capsule
container__autograph_capsule_ninjas_in_pyjamas_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Ninjas in Pyjamas | Cologne 2016,Autograph Capsule | Ninjas in Pyjamas | Cologne 2016,,,,,,Base Grade,,False,False,crate-4258,4258,,,Autograph Capsule
container__autograph_capsule_ninjas_in_pyjamas_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016,Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4209,4209,,,Autograph Capsule
container__autograph_capsule_north_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | North | Atlanta 2017,Autograph Capsule | North | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4338,4338,,,Autograph Capsule
container__autograph_capsule_optic_gaming_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | OpTic Gaming | Atlanta 2017,Autograph Capsule | OpTic Gaming | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4339,4339,,,Autograph Capsule
container__autograph_capsule_optic_gaming_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | OpTic Gaming | Cologne 2016,Autograph Capsule | OpTic Gaming | Cologne 2016,,,,,,Base Grade,,False,False,crate-4259,4259,,,Autograph Capsule
container__autograph_capsule_renegades_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Renegades | Cologne 2015,Autograph Capsule | Renegades | Cologne 2015,,,,,,Base Grade,,False,False,crate-4124,4124,,,Autograph Capsule
container__autograph_capsule_sk_gaming_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | SK Gaming | Atlanta 2017,Autograph Capsule | SK Gaming | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4340,4340,,,Autograph Capsule
container__autograph_capsule_sk_gaming_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | SK Gaming | Cologne 2016,Autograph Capsule | SK Gaming | Cologne 2016,,,,,,Base Grade,,False,False,crate-4267,4267,,,Autograph Capsule
container__autograph_capsule_splyce_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Splyce | MLG Columbus 2016,Autograph Capsule | Splyce | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4210,4210,,,Autograph Capsule
container__autograph_capsule_team_dignitas_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4161,4161,,,Autograph Capsule
container__autograph_capsule_team_dignitas_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team Dignitas | Cologne 2016,Autograph Capsule | Team Dignitas | Cologne 2016,,,,,,Base Grade,,False,False,crate-4273,4273,,,Autograph Capsule
container__autograph_capsule_team_ebettle_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team eBettle | Cologne 2015,Autograph Capsule | Team eBettle | Cologne 2015,,,,,,Base Grade,,False,False,crate-4126,4126,,,Autograph Capsule
container__autograph_capsule_team_envyus_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team EnVyUs | Atlanta 2017,Autograph Capsule | Team EnVyUs | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4328,4328,,,Autograph Capsule
container__autograph_capsule_team_envyus_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015,Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4173,4173,,,Autograph Capsule
container__autograph_capsule_team_envyus_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team EnVyUs | Cologne 2015,Autograph Capsule | Team EnVyUs | Cologne 2015,,,,,,Base Grade,,False,False,crate-4119,4119,,,Autograph Capsule
container__autograph_capsule_team_envyus_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team EnVyUs | Cologne 2016,Autograph Capsule | Team EnVyUs | Cologne 2016,,,,,,Base Grade,,False,False,crate-4271,4271,,,Autograph Capsule
container__autograph_capsule_team_envyus_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team EnVyUs | MLG Columbus 2016,Autograph Capsule | Team EnVyUs | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4222,4222,,,Autograph Capsule
container__autograph_capsule_team_immunity_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team Immunity | Cologne 2015,Autograph Capsule | Team Immunity | Cologne 2015,,,,,,Base Grade,,False,False,crate-4125,4125,,,Autograph Capsule
